"","Kingdom","Phylum","Class","Order","Family","Genus"
"ESV19384","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","KD3-10",NA
"ESV19385","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ESV19386","Bacteria","Planctomycetes","OM190",NA,NA,NA
"ESV19387","Bacteria","Cyanobacteria","Melainabacteria","Vampirovibrionales",NA,NA
"ESV19388","Bacteria","Planctomycetes","Phycisphaerae","Pla1_lineage",NA,NA
"ESV19390","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA
"ESV19391","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Oryzihumus"
"ESV19392","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae",NA
"ESV19394","Bacteria","Tectomicrobia",NA,NA,NA,NA
"ESV19395","Bacteria","Proteobacteria","Betaproteobacteria","B1-7BS",NA,NA
"ESV19396","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"ESV19397","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"ESV19398","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV19399","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV19401","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"ESV19402","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV19403","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ESV19404","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"ESV19405","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"ESV19406","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter"
"ESV19407","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Caldilineaceae",NA
"ESV19408","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV19409","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV19410","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV19411","Bacteria","Chloroflexi","SBR2076",NA,NA,NA
"ESV19412","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas"
"ESV19413","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV19414","Bacteria","Tectomicrobia",NA,NA,NA,NA
"ESV19415","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Ohtaekwangia"
"ESV19416","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","11-24"
"ESV19417","Bacteria","Latescibacteria",NA,NA,NA,NA
"ESV19418","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ESV19419","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA
"ESV19420","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV19421","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV19424","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA
"ESV19425","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ESV19426","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"ESV19427","Bacteria","Planctomycetes",NA,NA,NA,NA
"ESV19428","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales",NA,NA
"ESV19429","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"ESV19430","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Candidatus_Alysiosphaera"
"ESV19431","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae",NA
"ESV19432","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella"
"ESV19433","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales",NA,NA
"ESV19434","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus"
"ESV19436","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV19437","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"ESV19438","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella"
"ESV19439","Bacteria","Omnitrophica",NA,NA,NA,NA
"ESV19440","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible_genus_04"
"ESV19441","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV19442","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ESV19443","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"ESV19444","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","TM146",NA
"ESV19445","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter"
"ESV19447","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV19448","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae",NA
"ESV19449","Bacteria","Tectomicrobia",NA,NA,NA,NA
"ESV19450","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV19451","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ESV19452","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV19453","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"ESV19454","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"ESV19455","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata"
"ESV19456","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ESV19457","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Oscillatoria"
"ESV19458","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA
"ESV19459","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)",NA
"ESV19460","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV19461","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible_genus_04"
"ESV19462","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ESV19463","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ESV19464","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Labrys"
"ESV19465","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ESV19466","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"ESV19467","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter"
"ESV19468","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"ESV19469","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata"
"ESV19470","Bacteria","Tectomicrobia",NA,NA,NA,NA
"ESV19471","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ESV19472","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV19473","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"ESV19474","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV19475","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV19476","Bacteria","Chloroflexi","Ktedonobacteria","JG30-KF-AS9",NA,NA
"ESV19477","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Ferruginibacter"
"ESV19478","Bacteria","Acidobacteria","Subgroup_2",NA,NA,NA
"ESV19479","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae",NA
"ESV19480","Bacteria","Acidobacteria","Holophagae","Subgroup_10","Sva0725",NA
"ESV19481","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Viridibacillus"
"ESV19483","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV19484","Bacteria","Acidobacteria","Subgroup_6",NA,NA,NA
"ESV19485","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Aquincola"
"ESV19486","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"ESV19487","Bacteria","Chloroflexi","Ktedonobacteria","JG30-KF-AS9",NA,NA
"ESV19488","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV19489","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus"
"ESV19490","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"ESV19491","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga"
"ESV19492","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV19493","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Oryzihumus"
"ESV19494","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV19496","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Zavarzinella"
"ESV19497","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lentzea"
"ESV19498","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter"
"ESV19499","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae",NA
"ESV19500","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111",NA
"ESV19501","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae",NA
"ESV19502","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter"
"ESV19503","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"ESV19504","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ESV19505","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga"
"ESV19507","Bacteria","Tectomicrobia",NA,NA,NA,NA
"ESV19508","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV19509","Bacteria","Verrucomicrobia","OPB35_soil_group",NA,NA,NA
"ESV19510","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV19511","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Oryzihumus"
"ESV19512","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ESV19513","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus"
"ESV19514","Bacteria","Planctomycetes","OM190",NA,NA,NA
"ESV19515","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ESV19516","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"ESV19517","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces"
"ESV19518","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae",NA
"ESV19519","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage"
"ESV19520","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales",NA,NA
"ESV19521","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Herpetosiphonaceae","Herpetosiphon"
"ESV19522","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"ESV19523","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ESV19524","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter"
"ESV19525","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV19526","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45",NA,NA
"ESV19527","Bacteria","Chloroflexi","P2-11E",NA,NA,NA
"ESV19528","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula"
"ESV19529","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales",NA,NA
"ESV19530","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"ESV19531","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111",NA
"ESV19532","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41",NA
"ESV19533","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae",NA
"ESV19534","Bacteria","Proteobacteria",NA,NA,NA,NA
"ESV19535","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales",NA,NA
"ESV19536","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV19537","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia"
"ESV19538","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV19539","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ESV19540","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV19541","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter"
"ESV19542","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Solitalea"
"ESV19543","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV19544","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"ESV19545","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV19546","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ESV19547","Bacteria","Acidobacteria","Subgroup_22",NA,NA,NA
"ESV19549","Bacteria","Armatimonadetes",NA,NA,NA,NA
"ESV19550","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae",NA
"ESV19551","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ESV19552","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16"
"ESV19553","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Candidatus_Alysiosphaera"
"ESV19554","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ESV19555","Bacteria","Chloroflexi","Ktedonobacteria","JG30-KF-AS9",NA,NA
"ESV19556","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter"
"ESV19558","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"ESV19559","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20",NA
"ESV19560","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)","RB41"
"ESV19561","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","HSB_OF53-F07",NA
"ESV19562","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ESV19563","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ESV19564","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales",NA,NA
"ESV19565","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ESV19567","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV19568","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ESV19569","Bacteria","Chloroflexi","JG37-AG-4",NA,NA,NA
"ESV19570","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV19571","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata"
"ESV19572","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces"
"ESV19573","Bacteria","Chloroflexi","JG37-AG-4",NA,NA,NA
"ESV19574","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae_(Subgroup_3)","Candidatus_Solibacter"
"ESV19575","Bacteria","Chloroflexi","JG37-AG-4",NA,NA,NA
"ESV19576","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis"
"ESV19577","Bacteria","Chloroflexi",NA,NA,NA,NA
"ESV19578","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV19579","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales",NA,NA
"ESV19580","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas"
"ESV19581","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter"
"ESV19582","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV19583","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI","Leptolyngbya"
"ESV19584","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84",NA,NA
"ESV19585","Bacteria","Actinobacteria","MB-A2-108",NA,NA,NA
"ESV19586","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae_(Subgroup_3)","Candidatus_Solibacter"
"ESV19587","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga"
"ESV19588","Bacteria","Tectomicrobia",NA,NA,NA,NA
"ESV19589","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula"
"ESV19590","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Amb-16S-1034",NA
"ESV19591","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"ESV19592","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ESV19593","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16"
"ESV19594","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Elev-16S-1332",NA
"ESV19595","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV19596","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group",NA
"ESV19597","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"ESV19598","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_(Subgroup_4)",NA
"ESV19599","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"ESV19600","Bacteria","Acidobacteria","Subgroup_25",NA,NA,NA
"ESV19601","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ESV19602","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"ESV19603","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111",NA
"ESV19604","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ESV19605","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ESV19606","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"ESV19607","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ESV19608","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae",NA
"ESV19609","Bacteria","Chloroflexi","Ktedonobacteria","JG30-KF-AS9",NA,NA
"ESV19610","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
